Name,Score
cg26912636,-0.10637925316689911
cg04315771,-0.1000120535800982
cg04312209,-0.0950438713712213
cg04603031,0.09211288644762078
cg23067535,-0.08867413088619477
cg03874199,0.07797984058345549
cg03330678,0.07736243050521922
cg10557828,0.07678341656706669
cg04603184,0.07438066333797409
cg20162599,0.07329095954040238
cg21972382,-0.07311405168274344
cg15158783,0.07284687907480503
cg22774472,0.0714990940063881
cg26781150,0.07134747583647676
cg03568064,-0.07029142237463441
cg21516478,0.06991246323511413
cg05472874,-0.06966471723950403
cg03567830,-0.06928961985459733
cg18501026,0.06919406453407935
cg19435264,-0.06811368030075142
cg03780733,-0.0680942310111182
cg03538436,0.06690000988959216
cg08631151,0.06648091547574407
cg25462303,0.06619544617801235
cg10970409,0.0661384996777312
cg05500015,0.06594904442409939
cg04411625,0.06593569580211715
cg16714091,0.06570622072723044
cg25917510,0.06513058645874431
cg14546153,-0.06487462434200328
cg07173760,0.0646746774515954
cg04336379,-0.06445867779896516
cg03469054,-0.06420652951193183
cg15146752,-0.06401039583013829
cg14144305,0.06399469437778785
cg03266453,0.06392014985287185
cg03003060,0.0634946806541022
cg03081134,0.06293215361897105
cg17740399,0.06292896315760738
cg27239157,-0.06281042349796837
cg02260587,-0.06265847618719839
cg02620013,0.062486843283874306
cg18959478,-0.06215125189222939
cg07665060,0.062031532514660905
cg04330449,0.06196911865511355
cg12348970,0.06181907826847929
cg04743872,-0.061754162087170994
cg21663431,-0.06134020492565269
cg18908499,-0.06110333910251647
cg15910208,-0.06042898367153924
cg15475323,0.06006752902428576
cg09851465,-0.0597798932099953
cg03848675,-0.05958313761993324
cg02497700,0.05905905133181575
cg01081263,0.058701946799055084
cg07935568,-0.058579039480003904
cg20427865,-0.058366357936667425
cg03870261,0.05830633186352709
cg04498739,0.058287223564817414
cg08348496,0.05809878941331579
cg27243140,0.05802275363964075
cg01293647,-0.05762883162596918
cg16509658,-0.05737917660759041
cg25691167,0.05726513558676554
cg02548238,-0.056510597785359676
cg02164046,0.05646093666717571
cg11527279,-0.05615582588643335
cg02757432,-0.05592296383879912
cg03593419,-0.055779345947993685
cg09186006,-0.05523318089395834
cg12331389,-0.05521348910604702
cg08303146,-0.055167830403945836
cg04216597,0.054668276448763146
cg14925024,-0.05465263218502228
cg11846956,-0.05408668934060528
cg03826976,-0.05387585047811414
cg22343001,0.053725908793337794
cg19180828,-0.05344566990841783
cg06015218,-0.05328268932388011
cg04481779,-0.052968567857173326
cg17671157,0.05274160844860371
cg17558126,-0.05273365507460892
cg02007844,-0.05257719538879318
cg16122592,-0.052576448263853444
cg03462055,0.0522130856208654
cg21732383,-0.05194130766995314
cg04070847,-0.05187763553037405
cg26388152,-0.05173083618887989
cg01366419,-0.05170117180738583
cg27223047,-0.05169109021996547
cg01295203,0.05140774641651797
cg04536922,-0.051247873664546056
cg20744464,0.050978432189253305
cg10106388,0.050731826198486166
cg04636557,0.05058954709826118
cg04039397,0.05032559169667213
cg01737507,0.05028987068708857
cg21200703,-0.05025820763016497
cg22131691,0.050153348179000204
cg07068998,-0.050111764196792676
cg06981182,-0.05003454607150555
cg16169604,0.04996014050506865
cg22809047,-0.049781151080828694
cg02920216,0.04970756572207417
cg14331163,0.04948277517166584
cg15425811,-0.049241937188263286
cg00792849,-0.04902388441062066
cg25596297,-0.04898982929787678
cg02115041,0.048933114570286186
cg14116122,0.04888974888245886
cg07017374,0.048768437529450294
cg22836229,-0.048717559158668045
